ImageID,XMin,XMax,YMin,YMax
0e0adc32514d86b8,0.40625,0.51625,0.275,0.481667
3dc9b546bd7070d2,0.470625,0.60375,0.233333,0.470833
59c397c0af0b0da2,0.26,0.91125,0,0.932956
060ec80007780e21,0.042065,0.131294,0.093694,0.165766
9cf6c5fd16c3ade2,0.072727,0.934759,0.474277,0.890675
e66b70412558c385,0.843125,0.999375,0,0.129167
578559c169a9c871,0.575,0.6925,0.741667,0.796667
82d025d8c787cd53,0.053711,0.999023,0.126736,0.998264
b4a56a7767d0edcc,0,0.181875,0,0.237336
468b5011e0977ef1,0.44375,0.464375,0.5675,0.585833
ca17aaa2e1f6da06,0.464375,0.595,0.03,0.374167
da2f3106951e080a,0.463495,0.711239,0.04428,0.253383
468b5011e0977ef1,0.795,0.8175,0.2325,0.246667
a9f3e9f00c9012fd,0.87793,0.893555,0.154948,0.174479
91952f46d4f95f78,0,0.226875,0,0.381801
d4d9a8df808b10d3,0.21875,0.98,0.076923,0.626642
60faa8e455767d7e,0.7025,0.92375,0.078333,0.255833
afa2fc79594f1204,0.874375,0.999375,0.566388,0.802228
4c7bccfa0d5dedc4,0.114167,0.219167,0.536875,0.583125
0684646d6aa92992,0.094375,0.6225,0.357354,0.805528
5e90bd8ce39348d3,0.557031,0.580469,0.590625,0.661458
cd73dd0e0a2f0ac7,0,0.486875,0.602241,0.966387
cf72425d59f4a028,0.569375,0.59,0.813321,0.890244
be8df1014b1c9b4d,0.318333,0.65,0.174375,0.798125
2df4c6d191c7ad5f,0.5225,0.581875,0,0.140833
33a4c72c793c336c,0.576,0.674,0.248,0.328
1efbb20deb73ab72,0.496875,0.645625,0.554681,0.671041
f1a5b60d1703d51d,0.114258,0.923828,0.463542,0.783854
8da53d5d45237ff6,0.765625,0.86375,0.6425,0.678333
05e5190a82582cea,0.614258,0.657227,0.065886,0.095168
077115045e59219e,0.258594,0.999219,0.203329,0.680143
1a29eef4fcb1ce46,0.730469,0.755859,0.761719,0.782552
cd37426c59eae6c1,0.228125,0.2525,0.4375,0.468333
59a03775725715ed,0.895312,0.998438,0.833333,0.927083
0180c11b23fd0cfe,0.082785,0.174976,0.96375,0.99625
dbeb52a137f36b88,0,0.6875,0.038462,0.586304
714311de450d18cb,0.618125,0.733125,0.7375,0.77
d213a9f865e80146,0.371875,0.615625,0.9,0.996875
d3b4c335561842a8,0.425,0.558125,0.157598,0.288931
8db8d42a45bb2041,0.665,0.7225,0.434708,0.482818
29c69693d9eae00d,0.385625,0.40625,0.565,0.576667
56fa07d625cc6359,0.1075,0.9375,0.1525,0.598333
020ad6731e0b1e5c,0.43625,0.465,0.131661,0.372257
53e64d0022c6ee8e,0.3075,0.685,0.602251,0.998124
2126a76a4eb1ff41,0.381875,0.44,0.205833,0.228333
f53e48a2ee8b9584,0.726562,0.750977,0.882812,0.910156
00385ab5fde90803,0,0.525,0.16875,0.60125
c58c22e0d77ddbfa,0.293173,0.35261,0.330233,0.443023
6f5a675731006d63,0.04375,0.854375,0.08,0.778333
7ee31f113b637b21,0.116875,0.954375,0.100898,0.941258
6bcfa91e0f0fe8cc,0.2325,0.495,0.396667,0.563333
ee30a84d7a496bbc,0.36875,0.526563,0.127083,0.215625
f80f3682ffdbc7f5,0.1175,0.31375,0.233583,0.409006
081abb701f3d0f19,0.296875,0.357639,0.066406,0.091146
c06c7850a185fad2,0.31,0.806875,0.33892,0.604283
66cd2e6520358622,0.099609,0.868164,0.057292,0.998698
1825b6372dcca3cc,0.3175,0.7325,0.3975,0.658333
e125cefc3ad17c1d,0.715237,0.774355,0.644375,0.72125
468b5011e0977ef1,0.5575,0.573125,0.214167,0.241667
bec520a974d517f5,0.3225,0.431875,0.169317,0.324602
5f345ba3c26fb365,0.754375,0.77875,0.665833,0.686667
8fefcf03cfc4e648,0.291001,0.983179,0.183862,0.838624
8b296aa442853322,0.16875,0.2,0.221667,0.239167
545fd06c49d24fad,0.061874,0.938126,0.350625,0.515
91f2d33e34e2479f,0.2875,0.673437,0.109375,0.4
020eab3ba95a7268,0.35375,0.381875,0.450833,0.573333
3f5200c5d9b5df19,0.9325,0.998125,0.566855,0.655367
447a371c9fb95185,0.976562,0.999023,0.042836,0.125554
9c43b17f34195739,0.4375,0.501875,0.622438,0.673139
271d136d603bfced,0.699219,0.767578,0.833333,0.852865
05e5190a82582cea,0.007812,0.055664,0.206442,0.240117
98ba98a403bcf413,0.173125,0.40125,0.435272,0.744841
5caef5d49c9e4f50,0.496667,0.601667,0.365625,0.40625
5e21569f9db62538,0.58625,0.701875,0.876648,0.951977
510f4486f9749309,0,0.999375,0,0.999056
dd1eabceec8e59ac,0.106875,0.41,0.491667,0.741667
e8009e2a9712f90e,0.623125,0.7125,0.041667,0.185
a1478370c4d0a653,0.88422,0.928105,0.71,0.8125
d9d300b476635d3f,0,0.22875,0.825746,0.999215
191e340aaa3210cf,0.47375,0.500625,0.058333,0.105
ce33958cb34985f4,0.32875,0.34125,0.5225,0.569167
e50dc68070a21aa9,0.35,0.379167,0.071111,0.087778
995f4042631d6df5,0.019355,0.962903,0.027488,0.527962
0eaba242dbc52996,0.325,0.3525,0.694167,0.733333
2a72c9a8b9572cc7,0.337891,0.375977,0.592448,0.640625
1b297d9beda83a84,0,0.015833,0.164375,0.17625
c63266ac38f1b857,0.39238,0.999332,0.623,0.999
c703021a9b11ca1b,0.24,0.731875,0.029167,0.995833
2cdbc453ba49fba0,0.02625,0.153125,0.332079,0.368768
31186c0ef5127805,0.095,0.145,0.5375,0.569167
0095734b1bd2ea8d,0.448242,0.475586,0.674479,0.692708
38bf28d02f431e04,0.39875,0.46625,0.801126,0.891182
13706a7275c2428a,0.28,0.31875,0.839167,0.935833
71c67e7ec9d028ac,0.37375,0.41625,0.603333,0.858333
880b4b00f75260ec,0.966875,0.999375,0.203333,0.258333
73a7ba56924dc76c,0.325,0.999375,0.35283,0.999057
4d26850a466cb98d,0.303711,0.512695,0.527397,0.790411
ea6215515faae699,0.3325,0.68125,0.5325,0.775833
cac2ceeacfaeda3f,0.035156,0.922852,0.095052,0.72526
140f74c69f830a68,0.419922,0.422852,0.636719,0.643229
047105e72dd22095,0.115625,0.895625,0.451172,0.833008
1d7f811d01e223b2,0.355,0.73625,0.290807,0.60788
9e627ea79810fe1b,0.202001,0.233271,0.224167,0.273333
94a6ba18dcaeddee,0.245625,0.365,0.533771,0.649156
cf714b28e5de1863,0.38625,0.463125,0.373358,0.512195
bebac23c45451d93,0.373125,0.414375,0.261726,0.278612
29a42d1b02cf4f00,0.94125,0.985,0.195833,0.301667
68da640aa67b02ed,0.3375,0.374167,0.280625,0.2975
ecdf38cf88343006,0.374375,0.43625,0.634167,0.711667
1d08c16f8020d178,0.614375,0.73875,0,0.058333
aa24d13a4c44566b,0.511875,0.576875,0.6125,0.65
72841b7a57c3d21b,0.173125,0.615,0.321667,0.934167
5496401f8432fe49,0.42125,0.570625,0.65899,0.81488
1bd877c121b6aacd,0,0.33125,0.435417,0.827083
edd6e201f99f76a4,0.43,0.538125,0.400833,0.478333
b5b37147e71d73da,0.185,0.998333,0.205,0.6875
fdeacae91d78a8b5,0.14875,0.983125,0.306667,0.943333
741ffe25dc2269e2,0.546296,0.896296,0.165049,0.631068
368c0b44d2306142,0.15375,0.215,0.43031,0.512168
7a99bfcdbfb16120,0.086875,0.1325,0.371278,0.42732
a9ebd95de800bcf8,0.804375,0.82375,0.27,0.313333
395a34c2a7d010ef,0.14,0.24625,0.323333,0.449167
c6a042770dc5f0ea,0.176667,0.406667,0.442222,0.584444
24e1e112ce7a4d41,0.1175,0.844375,0.128333,0.620833
34d5fdc5e6c64345,0.3525,0.375,0.578809,0.69352
34f8e62e1ec068b4,0,0.98125,0.114286,0.663393
84e5044f380c2526,0.268889,0.788889,0.670625,0.811875
045d092da2eafa72,0,0.953125,0,0.997917
0095734b1bd2ea8d,0.542969,0.557617,0.527344,0.548177
90c9cd19ff2861cd,0.670833,0.714583,0.343056,0.404167
033886cc29220107,0.52,0.617,0.657718,0.743624
2d2b79cfa531de23,0.580078,0.72168,0.119534,0.189504
ec11d3af7a5ede40,0.063425,0.926004,0.09887,0.963277
b853b9a269c1ebd9,0.130625,0.27625,0.3,0.825234
a7fb92509acc756c,0,0.999375,0,0.999167
604088ebdcb0392d,0.150833,0.278333,0.65125,0.74375
072d3dae07e0d31e,0.03,0.569375,0.572238,0.74882
396260482c990bf5,0.36125,0.420625,0.479167,0.535
b2d6276ac081f9f0,0.20875,0.28625,0,0.024167
8827144d28847d3a,0.70125,0.90375,0.62,0.7025
fc519614bfda7b6c,0,0.994444,0,0.888889
1cff4f9915752e95,0.02,0.395625,0.77,0.899167
7b8dfd033b7283ee,0.181875,0.84875,0.180833,0.61
7edc92ea125aaa03,0.072139,0.910448,0.105174,0.910941
e055c426ae0a45e8,0.0025,0.999375,0.000934,0.946779
42c7fb15c31e10d6,0.151875,0.189375,0.344167,0.391667
3a90568325a5e706,0.2125,0.665625,0.4225,0.7925
03cefab92cea7d43,0.22,0.240625,0.3875,0.430833
02212702e2b12230,0.373125,0.39625,0.201667,0.216667
bc7b0e1151637516,0.029297,0.400391,0.279642,0.635347
5b7fe5d0ab0c1e2c,0.451481,0.777324,0.183594,0.804688
908234be06d3495d,0.530625,0.588125,0.537114,0.557965
80fa65586db2e5da,0,0.895625,0,0.899625
02212702e2b12230,0.27625,0.28625,0.340833,0.368333
a96bfbc0d39bfab7,0.43375,0.498125,0.693788,0.743657
4fd9bc224f66de06,0.416875,0.448125,0.237336,0.25985
60fd20b442e7fe11,0.050781,0.097656,0.896484,0.957031
05e5190a82582cea,0.677734,0.712891,0.52123,0.544656
a5a30b7a70ba2f6c,0.09668,0.859375,0.213542,0.578125
e6dcfc6f767e0b2a,0.723577,0.999375,0.216698,0.614447
51cbea45fe8a8111,0.368056,0.480556,0.022569,0.098958
257b17c5a4e3c2c3,0.40125,0.920625,0.63,0.883333
51b079676caba9b1,0.7875,0.8325,0.776667,0.83
00b7c89a8bc5d550,0.290625,0.664375,0.660075,0.792844
271d136d603bfced,0.609375,0.654297,0.388021,0.4375
c4943fa81a217e5d,0.919375,0.9375,0.473333,0.4925
9af1126387985703,0.265625,0.41375,0.878674,0.92841
ea4b307b368d690b,0.539216,0.643791,0.170343,0.254902
010008e90bc749d2,0.09125,0.180625,0.63,0.673333
01423d68e3014d3b,0.736875,0.78125,0.6375,0.68
2764ca2da911e845,0.165625,0.24,0.059266,0.09031
c9292ce4bfdf224f,0.078818,0.915435,0.077413,0.955461
8e11c4c1cd85cf28,0.216875,0.24875,0,0.046667
7cda71f62b5df5a3,0.340625,0.47875,0.44012,0.53992
31186c0ef5127805,0.5675,0.595,0.016667,0.0475
98ba98a403bcf413,0,0.1625,0.077861,0.282364
528b474cad675a6c,0.435625,0.605625,0.277311,0.390289
bf680e485ccbab33,0.745625,0.86875,0.569167,0.7
69f3e90965222591,0.44125,0.528125,0.489167,0.8025
d3b4c335561842a8,0.404375,0.4625,0.468105,0.50469
c7896d575ef16c4b,0.2575,0.785625,0,0.720833
001a4ddbc29f989a,0.55375,0.63125,0.279167,0.41
c290181f574da6e6,0.4025,0.665,0.413333,0.5375
a30bb33d0c25c49e,0.67375,0.768125,0.151667,0.2875
dcaf6b9011879087,0.170667,0.245333,0.39,0.43
a1478370c4d0a653,0.651727,0.802988,0.02875,0.078125
1a29eef4fcb1ce46,0.549805,0.5625,0.846354,0.854167
1cb2a4330150c4ce,0.723958,0.998958,0.509375,0.626562
826100059151f50f,0.15918,0.19043,0.260417,0.28125
e6dcfc6f767e0b2a,0.532833,0.545341,0.553471,0.562852
902f407ca184ca1c,0.79375,0.999375,0,0.120448
09934d6bb43bac26,0.81625,0.855,0.99,0.999167
c3eae19335a29322,0.064918,0.887869,0.35443,0.575463
2df4c6d191c7ad5f,0.71,0.775625,0.526667,0.654167
030fa4e84582bfb2,0.90625,0.93125,0.465625,0.492188
70e53f47b36a24b3,0.35375,0.674375,0.261726,0.38743
5aefb904117f1bb5,0.2375,0.492188,0.217187,0.520312
034cd837aeb41968,0.723125,0.999375,0,0.388523
fe30605253edd260,0.06125,0.999375,0.15873,0.999066
d52af06f96c3b5c5,0.334375,0.436719,0.497917,0.639583
967562a3ed68726c,0.138264,0.305466,0.81875,0.85625
07d8026580df2b02,0.325625,0.934375,0.037037,0.526116
9567c53e11880298,0.133681,0.163194,0.86849,0.885417
957b7a27684f0a87,0.640625,0.675,0.603189,0.651032
05e5190a82582cea,0.5,0.59082,0.651537,0.698389
4e3df98cb06d959c,0,0.5325,0.385269,0.886686
10d146bb3c7f0976,0.704375,0.999375,0.122917,0.370833
3723daecf05c6288,0.255631,0.344595,0.518125,0.605
2dfdc90a42876826,0.274375,0.345,0.444444,0.498117
c71c0a3486fce2d6,0.643555,0.974609,0.635417,0.796875
cc43d9a4c6a62998,0,0.103693,0.736742,0.998106
9525161b097bcd43,0.451875,0.50875,0.865,0.8925
8a12057713075c72,0.883429,0.980571,0.265625,0.309028
1efbb20deb73ab72,0.283125,0.469375,0.56343,0.741032
b1eeab6e30f5be3b,0.133125,0.705625,0,0.9699
9996c7ef31e105ca,0.479362,0.572233,0.45875,0.511875
858ce30f462769d2,0.02875,0.310625,0.039548,0.357815
2764ca2da911e845,0.1325,0.163125,0.181562,0.262465
010008e90bc749d2,0.106875,0.155625,0.923333,0.9675
9996c7ef31e105ca,0.43621,0.628518,0.235,0.294375
d3613aec33e2043b,0.58375,0.68125,0.221281,0.292844
2f6ddec31cfe286a,0.536875,0.82125,0.24743,0.497601
01f0d0279be912aa,0.809057,0.824906,0.109658,0.16499
bf680e485ccbab33,0.353125,0.461875,0.646667,0.756667
0eaba242dbc52996,0.13625,0.16,0.605833,0.6425
f5e5fc567e5922e4,0.94875,0.999375,0.709167,0.7475
8b296aa442853322,0.605625,0.62375,0.750833,0.775
533973331090470c,0,0.9575,0.185,0.729167
bf85d9c0c79935e4,0.295625,0.424375,0.418333,0.554167
6802e8c39695e97f,0.424375,0.44625,0.358333,0.39
b2b0233d69feaf9e,0.84125,0.999375,0.165833,0.260833
06db916803d6fa4b,0.453125,0.635,0.486295,0.625995
ffcc784133aa84fe,0.47,0.484667,0.465778,0.491556
7a8adadf3ce668fd,0.220833,0.697222,0.303704,0.75
bf680e485ccbab33,0.68,0.76,0.4725,0.515833
0cdaf7e8a0c62021,0.734444,0.826667,0.223333,0.441667
4a668b9f0f0d9bfd,0,1,0.155229,0.980392
218cb9249839bfea,0.525,0.59125,0.870229,0.916985
3326c37f6efd77e2,0.148299,0.553742,0.732993,0.916667
1a29eef4fcb1ce46,0.712891,0.722656,0.916667,0.936198
2764ca2da911e845,0.4125,0.47875,0.877705,0.935089
a01f84b43bec8199,0.676875,0.92375,0.814167,0.965
77b4684133fe7ba8,0.570625,0.618125,0.534167,0.613333
3c66d2be38397f39,0.279687,0.392188,0.369792,0.883333
3dc9b546bd7070d2,0.886875,0.999375,0.506667,0.589167
05e5190a82582cea,0.691406,0.754883,0.036603,0.081991
a96bfbc0d39bfab7,0.58625,0.63625,0.52231,0.5993
3283eafe11a847c3,0.104375,0.8825,0.535187,0.850565
ecdf38cf88343006,0.116875,0.145625,0.5225,0.558333
0492fd9876fb31d4,0.386364,0.413352,0.677802,0.6875
d9d300b476635d3f,0.83625,0.999375,0,0.090267
377349d117b4e0bd,0.339869,0.94281,0.133987,0.785948
147441736948406,0.0525,0.349375,0,0.34267
bfcb1d5c53909701,0.88125,0.9325,0.056243,0.106862
4c733ff849935f35,0.947443,0.977273,0.625532,0.655319
5caef5d49c9e4f50,0.934167,0.999167,0.449375,0.548125
d68c590b68096f78,0.065625,0.27875,0.36625,0.848125
03b104848833d4aa,0.145625,0.816875,0.080833,0.805833
3871bc35fb725ffd,0.15625,0.87625,0.362264,0.893396
5e90bd8ce39348d3,0.330469,0.3625,0.926042,0.998958
65b07e6772242280,0.536875,0.999375,0,0.337711
09994c6dd61efa99,0.685625,0.696875,0.221667,0.2425
54b126272789da10,0.347744,0.482143,0.51875,0.615
7582992022e02d65,0.855186,0.924658,0.157552,0.220052
09994c6dd61efa99,0.3575,0.385625,0,0.0225
045a5a26573ed483,0.623109,0.84044,0,0.139738
18dd1f255794014e,0.5425,0.915,0.125833,0.999167
a94d710744903b02,0.323125,0.4375,0.70304,0.800468
33a4c72c793c336c,0.552,0.638,0.328,0.384
0116b52ddc2f078e,0.874375,0.998125,0.478333,0.5475
030fa4e84582bfb2,0.40625,0.4625,0.345313,0.370313
8bd86a3f8aa84da8,0.648125,0.7125,0.484167,0.579167
d16ec0e8a842b528,0.149375,0.8375,0.344015,0.62394
d40c4fb377408044,0.325,0.592188,0.204167,0.908333
ed7aa4d574521aae,0.16804,0.773476,0.186875,0.420625
48bc84a65ec8f801,0,0.501875,0.62,0.999167
d20b33750d123613,0.208696,0.325217,0.875,0.976562
d9d300b476635d3f,0.26125,0.510625,0.789639,0.992936
bb83deb583ccb164,0.570625,0.67375,0.616667,0.725
6888f96035237dfe,0.586875,0.763125,0.466229,0.560976
3482b6a291e436b6,0.58625,0.64875,0.536667,0.662222
b29b4d595f008d0e,0.358586,0.934343,0.19875,0.429375
194a316757e11a85,0.609375,0.698125,0.106667,0.189167
b3bf9f4ed70cbebd,0.31875,0.90625,0.32,0.999167
0e0adc32514d86b8,0.1275,0.23,0.058333,0.351667
ac006532cefe9eb0,0.038125,0.27875,0.492467,0.999058
3e4b255ea1471a0b,0.418908,0.898941,0.74456,0.948912
b38ec031a683ef23,0.08125,0.12375,0.5925,0.633333
08ae39b30328327f,0.712891,0.725586,0.24349,0.263021
974abf230d79c0a0,0.600586,0.734375,0.652235,0.73743
418264ac56005d44,0.355,0.431875,0.954802,0.999058
0f56e5eeaa09ad36,0.846875,0.947656,0.196875,0.210625
b0b21e05a7dcd3c7,0.486719,0.602344,0.904167,0.951042
b0ae6c6113f93380,0.585625,0.631875,0.460019,0.504233
8e3f7845ade43667,0.405273,0.428711,0.088542,0.111979
b1e3fe2170406a7d,0.005,0.13375,0.224167,0.299167
025b7bdf0a52e51a,0,0.81,0.136667,0.729167
7910a2de79a6b757,0.168125,0.491875,0.188555,0.507505
194a316757e11a85,0.40375,0.4325,0.2475,0.299167
9f9ae5e039bdab29,0,0.99912,0.7575,0.991875
9c43b17f34195739,0.598125,0.621875,0.221143,0.25027
1fea084bf1705c68,0.000625,0.256875,0,0.093809
75f20b656ba01cd8,0.450625,0.723125,0.389167,0.550833
8da73a11e63d2b65,0.545313,0.639063,0.353125,0.685417
528b474cad675a6c,0.4675,0.655625,0.437909,0.634921
4778e559a165fc1c,0.66625,0.71875,0.52439,0.605066
2966fa46c537437b,0.200625,0.79875,0.245,0.6225
97ea001b6ed39805,0.4775,0.538125,0.755833,0.833333
021be753d481c85c,0.02375,0.975625,0.096821,0.910405
18763b21e7422563,0.469248,0.829157,0.44533,0.875854
7348b550ccdf5aa2,0.05,0.98125,0.159251,0.831382
771e844a5507cdd8,0.26125,0.40625,0.595016,0.673936
194a316757e11a85,0.578125,0.620625,0.416667,0.458333
7f7d3fb54d72a97a,0.804375,0.89375,0.0025,0.054167
d38579bc92e2e837,0.30875,0.35875,0.495798,0.594771
e1ce2b132b100f1f,0.228125,0.405,0.085833,0.235833
79359f005de03952,0.496875,0.698438,0.399582,0.539749
8b296aa442853322,0.08625,0.13125,0.430833,0.456667
158615e5b6f99451,0.057617,0.164062,0.540365,0.640625
775c935b7da2d585,0,0.8875,0,0.999062
91cc91446b6a950d,0.433125,0.489375,0.363333,0.415833
b00bc83c04e1b321,0.623125,0.904375,0.641227,0.771833
9a38e98ba51fb2ae,0.275625,0.314375,0.25266,0.27859
0320353540ec38bd,0.53418,0.556641,0.352865,0.384115
dce4aa8ea6d888a4,0.205,0.305,0.830206,0.883677
acbb5a55d7733186,0.069375,0.12125,0.189167,0.216667
3082c7f394dfe65e,0.136875,0.1525,0.210833,0.219167
b3bf9f4ed70cbebd,0,0.574375,0,0.32
751efa538f67bac9,0.223438,0.267969,0.277083,0.320833
a2aaedb65fdd66c0,0,0.189375,0.195833,0.450833
76c7029ccef9f54a,0.434375,0.46625,0.173095,0.25588
ee3a6cdef30f18c3,0.13625,0.900625,0.3275,0.63
c5025350fee11a8c,0.835938,0.875,0.235417,0.258333
e761ae31ee38d7bd,0.02625,0.440625,0.033003,0.210396
a8f3ec2c55a813d6,0.755,0.99875,0.733333,0.998333
2f6ddec31cfe286a,0.64625,0.843125,0.126114,0.239205
13706a7275c2428a,0.3675,0.454375,0.028333,0.064167
dce4aa8ea6d888a4,0.31375,0.375,0.939963,0.999062
bb0b6a638ec3a8dc,0.381836,0.419922,0.131016,0.18984
0134034e0ebae49a,0.028125,0.86625,0.029218,0.809614
82073a6fa0ae63b7,0.555,0.58,0.285121,0.334996
2764ca2da911e845,0.24625,0.310625,0.687676,0.716839
bb0f740aecec358c,0.1475,0.2175,0.439167,0.593333
fa57624ac4923b90,0.001875,0.149375,0.618333,0.8975
e1728a9b9590e185,0.98625,0.999375,0.724167,0.75
eba7caf07a26829b,0.000625,0.535625,0,0.589167
c1d007d9f0e537bf,0.455,0.504375,0.765833,0.835
027d1b703ed791a9,0.346875,0.415,0.732816,0.799335
c647354ed24872b7,0.205,0.25625,0.297272,0.401693
be8c7d97cd007158,0.3875,0.48875,0.321667,0.423333
ac7e1f1eafc36ae0,0.36875,0.663125,0.915833,0.999167
754e33dde71419c6,0.309375,0.5125,0.0375,0.1825
36c2ed5042863bda,0.618125,0.71,0.5025,0.671667
17295dcc14b99e76,0.352941,0.665033,0.622549,0.816993
28bc5079d4be5d87,0.296875,0.3175,0.723265,0.923077
27990697803fbbda,0.170625,0.851875,0.225898,0.557656
092432a1ada11888,0.381875,0.591875,0.56848,0.683865
412607715b4a3ebb,0.329102,0.695312,0.4447,0.843318
2764ca2da911e845,0.2325,0.29875,0.634055,0.668862
bebac23c45451d93,0.11875,0.236875,0.514071,0.542214
5e4af0cf0842816b,0.540625,0.715,0.71,0.813333
d3b4c335561842a8,0.41125,0.488125,0.333021,0.413696
8f8d2a1e0f960ef2,0.479267,0.776278,0.750781,0.802344
471c9422de333c68,0.244375,0.354375,0.3775,0.490833
fd61d93a63c0cfc5,0.005,0.193125,0.445591,0.476548
8f826426332394ed,0,0.106875,0.235872,0.440622
de93f11430812481,0.2575,0.3,0.650376,0.74812
3dc9b546bd7070d2,0.936875,0.999375,0.2775,0.3825
7229bfb2ae4e77fb,0.105625,0.921875,0.294559,0.75985
87be28381e114da1,0.5075,0.74375,0.394167,0.540833
29cb85f5ffe05f97,0.382031,0.513281,0.2,0.466667
4e445fd990416d07,0,0.1525,0.143125,0.225
82d025d8c787cd53,0.879883,0.935547,0.164931,0.229167
b109cf90b8ec7c2c,0.608125,0.77875,0.486817,0.648776
468b5011e0977ef1,0.341875,0.36,0.431667,0.4525
141dbdcadb6e4f76,0.425625,0.449375,0.471667,0.490833
d213a9f865e80146,0.428125,0.571875,0.339063,0.514063
7b1b0b20784c489a,0.891875,0.9575,0.210833,0.319167
a11ec9522e928b03,0.296875,0.35625,0.322702,0.391182
08f8f06b82bf5d6b,0.38625,0.42375,0.560833,0.614167
7de23afe587bf594,0.124177,0.552211,0.489501,0.745407
6f332e70c736044c,0.55125,0.59875,0.059429,0.330428
01ee7c11017e0509,0.141875,0.421875,0,0.764017
29c69693d9eae00d,0.17125,0.21,0.31,0.340833
73915cecd5e9772b,0.149375,0.380625,0.577064,0.766055
271d136d603bfced,0.577148,0.693359,0.179688,0.25651
c8daaa42cb161af2,0.335185,0.348148,0.441341,0.522346
d103e945f7f26c66,0.259766,0.291016,0.575521,0.609375
c106d29a5583fce7,0,0.113125,0.81,0.999167
b6126c3f3e7ac081,0.555625,0.609375,0.28424,0.376173
564e0a11f5496795,0.130625,0.55,0.279167,0.895
158615e5b6f99451,0.65332,0.726562,0.71875,0.769531
fff1272ee6d98005,0.21375,0.28625,0.389167,0.418333
1faead620f89cec3,0.41125,0.87125,0.500936,0.780899
743aff0742b24258,0.50469,0.794246,0.493323,0.593087
c530189b45e7e1f8,0.193437,0.862694,0.124839,0.679537
880b4b00f75260ec,0,0.024375,0.385833,0.45
02db51acebee9f42,0,0.999375,0,0.999062
1f3a979131e84936,0.448438,0.604688,0.233333,0.379167
3ff834faea6c4a5d,0.395155,0.694236,0.08045,0.273356
420365bab89cc208,0.5125,0.5475,0.534167,0.554167
da752bda96993446,0.04,0.976875,0.212903,0.737634
b2d419963508917a,0,0.02875,0.6175,0.68
c64aba14a058e9b6,0.31125,0.71375,0.16,0.728333
0095734b1bd2ea8d,0.874023,0.902344,0.15625,0.182292
36196822148c9b7d,0.47125,0.55625,0.366667,0.454167
7cd25fdadb907667,0.36,0.415,0.157618,0.32662
42c7fb15c31e10d6,0.28875,0.349375,0.399167,0.423333
8ecdd51ce63962bf,0.65625,0.760938,0.5,0.645833
8a12057713075c72,0.820571,0.944,0.190972,0.269097
31e00710be67eb1b,0.699375,0.8375,0.46,0.66
bd1225f359e2d2b1,0.471875,0.6,0.518762,0.653846
1a29eef4fcb1ce46,0.881836,0.899414,0.760417,0.790365
059755ccc3f46918,0.333333,0.754209,0.294375,0.453125
a137d2f0e4b13b39,0.7025,0.865625,0.18138,0.87801
c3f833b06f8104c3,0.045898,0.941406,0.045573,0.71224
201c2b7be8c91896,0.3875,0.432813,0.527083,0.614583
28c20a15541b368a,0.539375,0.860625,0.4225,0.6275
e9854dd747d41efb,0.10375,0.381875,0,0.104681
c8794187ca25ecc1,0.914305,0.935897,0.755694,0.775362
5e21569f9db62538,0,0.1175,0.142185,0.300377
54b126272789da10,0.244361,0.68609,0.23,0.63
b2c2d915e3a288f5,0.44375,0.991875,0.578333,0.943333
4c733ff849935f35,0.042614,0.105114,0.548936,0.657447
b88969ecde7d930c,0.401875,0.7475,0.425891,0.575985
52b3f67ff0d09fff,0.360352,0.866211,0.242188,0.535156
5ea1038bd828dc78,0.364375,0.404375,0.128333,0.209167
059718f09bd1e4c3,0.265625,0.999375,0.363977,0.63227
761daa134ab93189,0.749375,0.999375,0.073427,0.412587
281a37a46eb372ef,0.32375,0.343125,0.498331,0.523915
1a0a3c8febf35090,0.796875,0.999375,0.294559,0.5197
9ad567e7485adc8a,0.760625,0.79875,0.384325,0.406988
9a30b16aaa6ba2b1,0.303125,0.774375,0.4825,0.814167
8c3ff7b7471e4c9d,0.861719,0.954687,0.615302,0.668103
4f21df1620abe15e,0.45,0.484167,0.575,0.609375
09561ad12314ee76,0.880814,0.997093,0.447598,0.489083
cc29d2d67a07794e,0.961875,0.998125,0.320502,0.3841
55d611fce4810b58,0,0.28,0.184167,0.525
7582992022e02d65,0.468689,0.555773,0.177083,0.342448
0295741ed584df1f,0.379883,0.490234,0.37859,0.537859
4978e0f94f295148,0.527778,0.584967,0.356061,0.541667
281a37a46eb372ef,0.130625,0.194375,0.754171,0.8198
644291d319a8ff03,0.82125,0.944375,0.67636,0.982176
42c7fb15c31e10d6,0.38,0.40625,0.371667,0.4075
b8aa8bd0259c1f7f,0.29125,0.559375,0.158984,0.43556
0566cb7b75f522f2,0.75375,0.884375,0.0175,0.416667
7a6647df7cc8058b,0.06625,0.195625,0.159176,0.705056
047695dac3b61b7a,0.240625,0.999375,0.326742,0.835217
a852d43ea316ead3,0.06875,0.999375,0.118088,0.923149
a1a989f40978d279,0.853125,0.963125,0.049719,0.282364
2764ca2da911e845,0.631875,0.668125,0.603951,0.638758
0f56e5eeaa09ad36,0.494531,0.550781,0.854375,0.87
b81a5e307951002e,0.540625,0.6175,0.685795,0.790216
7050621c0ce4e270,0.46125,0.696875,0.487603,0.898072
331766aac7962d51,0.04375,0.073125,0.624882,0.673893
3f5200c5d9b5df19,0.355,0.450625,0.043315,0.085687
